liveid,courseid,teacherid,classid,userid,interactionid,isplayback,data,submit_time,device,devicemodel,devicemodel_detail,app_version,dt
812254,90685205,15006,1255329,23116116,921661425334849216,0,"{""type"":""brainScience"",""data"":[{""num"":1,""select"":[{""accurate"":1,""duration"":3492}],""answer"":1,""accuracy"":""1.00"",""time"":3492},{""num"":2,""select"":[{""accurate"":1,""duration"":12181}],""answer"":1,""accuracy"":""1.00"",""time"":12181},{""num"":3,""select"":[{""accurate"":1,""duration"":10625}],""answer"":1,""accuracy"":""1.00"",""time"":10625}]}",2021-02-25 19:43:42,Android,,LIO-AN00,81703,20210225
878668,106871,9771,2213050,65372499,948261537755605814,0,"{""type"":""brainScience"",""data"":[]}",2021-03-09 19:59:20,iOS,iPad,"iPad7,6",90012,20210310
878705,106873,52428,1770179,51243802,3215361174599491448,0,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":993}],""time"":993},{""num"":2,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":2761}],""time"":2761},{""num"":3,""answer"":0,""accuracy"":""0.67"",""select"":[{""accurate"":0,""duration"":3105},{""accurate"":0,""duration"":5491},{""accurate"":1,""duration"":8391}],""time"":8391},{""num"":4,""answer"":0,""accuracy"":""0.50"",""select"":[{""accurate"":0,""duration"":3245},{""accurate"":0,""duration"":6979},{""accurate"":0,""duration"":9146},{""accurate"":1,""duration"":11011}],""time"":11011}]}",2021-01-27 19:14:35,iOS,iPad,"iPad8,1",81506,20210127
812207,99778,15006,1656413,59978680,999561191964881880,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""cor_position"":31,""time"":2300,""select"":{""accurate"":1,""position"":31,""duration"":752},""accuracy"":""1.00"",""num"":1,""stage"":1},{""answer"":1,""cor_position"":42,""time"":2300,""select"":{""accurate"":1,""position"":42,""duration"":619},""accuracy"":""1.00"",""num"":2,""stage"":1},{""answer"":1,""cor_position"":null,""time"":2300,""select"":{""accurate"":1,""position"":null,""duration"":619},""accuracy"":""1.00"",""num"":3,""stage"":1},{""answer"":1,""cor_position"":43,""time"":2300,""select"":{""accurate"":1,""position"":43,""duration"":600},""accuracy"":""1.00"",""num"":4,""stage"":1},{""answer"":1,""cor_position"":22,""time"":2300,""select"":{""accurate"":1,""position"":22,""duration"":637},""accuracy"":""1.00"",""num"":5,""stage"":2},{""answer"":1,""cor_position"":51,""time"":2300,""select"":{""accurate"":1,""position"":51,""duration"":953},""accuracy"":""1.00"",""num"":6,""stage"":2},{""answer"":1,""cor_position"":null,""time"":2300,""select"":{""accurate"":1,""position"":null,""duration"":953},""accuracy"":""1.00"",""num"":7,""stage"":2},{""answer"":1,""cor_position"":53,""time"":2300,""select"":{""accurate"":1,""position"":53,""duration"":2216},""accuracy"":""0.75"",""num"":8,""stage"":2}]}",2021-01-29 19:28:34,iOS,iPad,"iPad5,3",81606,20210129
816089,100893,43944,1255432,55752223,742561494390176562,0,"{""type"":""brainScience"",""data"":[{""num"":1,""period"":4,""accuracy"":1,""time"":21708,""select"":[{""release"":1,""out"":1,""duration"":974,""accurate"":1,""pnum"":1},{""release"":1,""out"":1,""duration"":1330,""accurate"":1,""pnum"":2},{""release"":1,""out"":0,""duration"":1095,""accurate"":1,""pnum"":3},{""release"":4,""out"":4,""duration"":3388,""accurate"":1,""pnum"":4}]},{""num"":2,""period"":6,""accuracy"":1,""time"":20567,""select"":[{""release"":8,""out"":6,""duration"":8556,""accurate"":1,""pnum"":1},{""release"":1,""out"":1,""duration"":1417,""accurate"":1,""pnum"":2},{""release"":2,""out"":0,""duration"":1903,""accurate"":1,""pnum"":3},{""release"":1,""out"":0,""duration"":1199,""accurate"":1,""pnum"":4},{""release"":1,""out"":0,""duration"":993,""accurate"":1,""pnum"":5},{""release"":3,""out"":1,""duration"":2596,""accurate"":1,""pnum"":6}]}]}",2021-03-05 19:33:43,Android,,c7ltezc,81603,20210305
816093,100893,43944,1650370,40704746,797661615247685560,0,"{""type"":""brainScience"",""data"":[{""num"":1,""times"":2,""top_click"":0,""buttom_click"":4,""select"":[{""accurate"":1,""duration"":16230}],""answer"":0,""accuracy"":""0.00"",""time"":20595},{""num"":2,""times"":2,""top_click"":0,""buttom_click"":2,""select"":[{""accurate"":0,""duration"":8461},{""accurate"":1,""duration"":17586}],""answer"":0,""accuracy"":""0.00"",""time"":21965},{""num"":3,""times"":1,""top_click"":0,""buttom_click"":1,""select"":[{""accurate"":1,""duration"":12239}],""answer"":1,""accuracy"":""0.33"",""time"":16615}]}",2021-03-19 19:16:41,Android,,SCM-W09,90101,20210319
812081,99772,22464,1255214,39753500,947861520284804090,0,"{""type"":""brainScience"",""data"":[]}",2021-03-08 19:27:30,Android,,MRX-W29,90001,20210308
811990,99768,15316,1254853,49492794,443261442547908680,1,"{""type"":""brainScience"",""data"":[]}",2021-03-05 11:00:19,Android,,PBFM00,81703,20210305
812006,99769,15316,1254997,25000735,942961096475923458,0,"{""type"":""brainScience"",""data"":[{""select"":[{""accurate"":1,""duration"":13439}],""top_click"":0,""answer"":0,""time"":17809,""times"":2,""buttom_click"":0,""accuracy"":""0.00"",""num"":1},{""select"":[{""accurate"":1,""duration"":12715}],""top_click"":0,""answer"":1,""time"":17109,""times"":1,""buttom_click"":2,""accuracy"":""0.50"",""num"":2},{""select"":[{""accurate"":1,""duration"":13626}],""top_click"":0,""answer"":1,""time"":17999,""times"":1,""buttom_click"":2,""accuracy"":""0.67"",""num"":3}]}",2021-01-18 18:14:32,iOS,iPad,"iPad13,1",81506,20210118
816087,100893,43944,2452295,65036560,2123061433899907568,1,"{""type"":""brainScience"",""data"":[]}",2021-02-27 09:58:11,iOS,iPad,"iPad4,1",81708,20210227
816089,100893,43944,1793036,61255268,742561494390176562,1,"{""type"":""brainScience"",""data"":[]}",2021-03-06 15:14:24,iOS,iPad,"iPad11,6",81708,20210306
812054,99771,22464,1255172,48617030,920461235119141064,0,"{""type"":""brainScience"",""data"":[{""select"":[{""release"":0,""accurate"":1,""out"":0,""pnum"":1,""duration"":291},{""release"":0,""accurate"":1,""out"":0,""pnum"":2,""duration"":317},{""release"":0,""accurate"":1,""out"":0,""pnum"":3,""duration"":210}],""num"":1,""period"":3,""accuracy"":1,""time"":2992},{""select"":[{""release"":2,""accurate"":1,""out"":0,""pnum"":1,""duration"":192},{""release"":0,""accurate"":1,""out"":0,""pnum"":2,""duration"":401},{""release"":0,""accurate"":1,""out"":0,""pnum"":3,""duration"":333}],""num"":2,""period"":3,""accuracy"":1,""time"":4075}]}",2021-02-03 19:20:28,iOS,iPad,"iPad5,1",81700,20210203
812251,99780,15006,1255374,20111802,1719861183496875736,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""cor_position"":42,""time"":2300,""select"":{""accurate"":1,""position"":42,""duration"":1230},""accuracy"":""1.00"",""num"":1,""stage"":1},{""answer"":1,""cor_position"":32,""time"":2300,""select"":{""accurate"":1,""position"":32,""duration"":924},""accuracy"":""1.00"",""num"":2,""stage"":1},{""answer"":1,""cor_position"":41,""time"":2300,""select"":{""accurate"":1,""position"":41,""duration"":1291},""accuracy"":""1.00"",""num"":3,""stage"":1},{""answer"":1,""cor_position"":33,""time"":2300,""select"":{""accurate"":1,""position"":33,""duration"":540},""accuracy"":""1.00"",""num"":4,""stage"":1},{""answer"":1,""cor_position"":22,""time"":2300,""select"":{""accurate"":1,""position"":22,""duration"":453},""accuracy"":""1.00"",""num"":5,""stage"":2},{""answer"":1,""cor_position"":null,""time"":2300,""select"":{""accurate"":1,""position"":null,""duration"":453},""accuracy"":""1.00"",""num"":6,""stage"":2},{""answer"":1,""cor_position"":23,""time"":2300,""select"":{""accurate"":1,""position"":23,""duration"":1905},""accuracy"":""1.00"",""num"":7,""stage"":2},{""answer"":1,""cor_position"":null,""time"":2300,""select"":{""accurate"":1,""position"":null,""duration"":1905},""accuracy"":""1.00"",""num"":8,""stage"":2}]}",2021-01-28 19:57:20,iOS,iPad,"iPad7,11",81506,20210128
910238,125567,43944,1654361,60104726,202461235111731356,0,"{""type"":""brainScience"",""data"":[{""num"":1,""period"":3,""accuracy"":1,""time"":2548,""select"":[{""release"":0,""out"":0,""duration"":577,""accurate"":1,""pnum"":1},{""release"":0,""out"":0,""duration"":275,""accurate"":1,""pnum"":2},{""release"":0,""out"":0,""duration"":274,""accurate"":1,""pnum"":3}]},{""num"":2,""period"":3,""accuracy"":1,""time"":3338,""select"":[{""release"":1,""out"":0,""duration"":461,""accurate"":1,""pnum"":1},{""release"":0,""out"":0,""duration"":320,""accurate"":1,""pnum"":2},{""release"":0,""out"":0,""duration"":127,""accurate"":1,""pnum"":3}]}]}",2021-02-03 19:19:11,Android,,S410J,81501,20210203
812077,99772,22464,1255220,46142970,584361243858685814,0,"{""type"":""brainScience"",""data"":[]}",2021-02-04 19:36:32,iOS,iPad,"iPad11,3",81506,20210204
812048,99771,22464,1102671,64899651,3387261053774471846,1,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":1615}],""time"":1615},{""num"":2,""answer"":0,""accuracy"":""0.50"",""select"":[],""time"":13007},{""num"":3,""answer"":1,""accuracy"":""0.67"",""select"":[{""accurate"":1,""duration"":9426}],""time"":9426}]}",2021-01-31 19:58:57,iOS,iPad,"iPad7,5",81606,20210131
816088,100893,43944,1650368,49327357,2508761468475756014,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""position"":3,""time"":1578,""isempty"":0,""duration"":1578,""type"":1,""num"":1,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":1,""time"":1550,""isempty"":0,""duration"":1550,""type"":1,""num"":2,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1486,""isempty"":0,""duration"":1486,""type"":1,""num"":3,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":0,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":4,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":1,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":5,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":1354,""isempty"":1,""duration"":1354,""type"":1,""num"":6,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":6,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":1,""time"":1450,""isempty"":0,""duration"":1450,""type"":1,""num"":7,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1492,""isempty"":0,""duration"":1492,""type"":1,""num"":8,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":1586,""isempty"":0,""duration"":1586,""type"":1,""num"":9,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1434,""isempty"":0,""duration"":1434,""type"":1,""num"":10,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":0,""isempty"":1,""duration"":0,""type"":0,""num"":11,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1320,""isempty"":0,""duration"":1320,""type"":1,""num"":11,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":1,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":12,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1379,""isempty"":0,""duration"":1379,""type"":1,""num"":13,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":1234,""isempty"":0,""duration"":1234,""type"":1,""num"":14,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1273,""isempty"":0,""duration"":1273,""type"":1,""num"":15,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":0,""time"":1249,""isempty"":1,""duration"":1249,""type"":1,""num"":16,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":16,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1437,""isempty"":0,""duration"":1437,""type"":1,""num"":17,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":1,""time"":1278,""isempty"":0,""duration"":1278,""type"":1,""num"":18,""stage"":2,""accuracy"":""1.00""}]}",2021-03-02 19:34:31,iOS,iPad,"iPad4,1",81708,20210302
812256,99780,15006,1530167,18423741,947561485795419182,1,"{""type"":""brainScience"",""data"":[[{""select"":{""options"":[{""accurate"":1,""type"":1,""position"":0,""duration"":1594},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":6,""duration"":5302},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":1,""answer"":1,""accuracy"":""1.00"",""time"":5302,""stage"":1},{""select"":{""options"":[{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":2,""duration"":2059},{""accurate"":1,""type"":1,""position"":3,""duration"":3551},{""accurate"":1,""type"":1,""position"":4,""duration"":4125},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":2,""answer"":1,""accuracy"":""1.00"",""time"":4126,""stage"":1},{""select"":{""options"":[{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":1,""duration"":2563},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":8,""duration"":6795}]},""num"":3,""answer"":1,""accuracy"":""1.00"",""time"":6796,""stage"":1},{""select"":{""options"":[{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":1,""duration"":2796},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":6,""duration"":5646},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":4,""answer"":1,""accuracy"":""1.00"",""time"":5646,""stage"":2},{""select"":{""options"":[{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":1,""duration"":2021},{""accurate"":1,""type"":1,""position"":2,""duration"":2389},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":5,""answer"":1,""accuracy"":""1.00"",""time"":2389,""stage"":2},[{""x"":500,""y"":176},{""x"":842,""y"":176},{""x"":1183,""y"":176},{""x"":499,""y"":429},{""x"":842,""y"":429},{""x"":1183,""y"":429},{""x"":500,""y"":684},{""x"":842,""y"":684},{""x"":1183,""y"":684}]]]}",2021-03-04 21:17:23,iOS,iPad,"iPad11,1",81708,20210304
811997,99768,15316,1254885,49863113,179761658567672570,0,"{""type"":""brainScience"",""data"":[[{""num"":1,""answer"":1,""accuracy"":""1.00"",""time"":19708,""select"":{""options"":[{""accurate"":0,""duration"":4653,""part"":1},{""accurate"":1,""duration"":895,""part"":1}]}},{""num"":2,""answer"":1,""accuracy"":""1.00"",""time"":20593,""select"":{""options"":[{""accurate"":1,""duration"":5205,""part"":1}]}},{""num"":3,""answer"":1,""accuracy"":""1.00"",""time"":22247,""select"":{""options"":[{""accurate"":0,""duration"":3230,""part"":1},{""accurate"":1,""duration"":1462,""part"":1}]}},{""num"":4,""answer"":1,""accuracy"":""1.00"",""time"":19017,""select"":{""options"":[{""accurate"":1,""duration"":3598,""part"":1}]}}],[{""num"":1,""answer"":1,""accuracy"":""1.00"",""time"":19708,""select"":{""options"":[{""accurate"":0,""duration"":4653,""part"":1},{""accurate"":1,""duration"":895,""part"":1}]}},{""num"":2,""answer"":1,""accuracy"":""1.00"",""time"":20593,""select"":{""options"":[{""accurate"":1,""duration"":5205,""part"":1}]}},{""num"":3,""answer"":1,""accuracy"":""1.00"",""time"":22247,""select"":{""options"":[{""accurate"":0,""duration"":3230,""part"":1},{""accurate"":1,""duration"":1462,""part"":1}]}},{""num"":4,""answer"":1,""accuracy"":""1.00"",""time"":19017,""select"":{""options"":[{""accurate"":1,""duration"":3598,""part"":1}]}}]]}",2021-03-24 19:36:43,iOS,iPad,"iPad4,1",90106,20210324
811996,99769,15316,2200884,5442943,206461623913568172,0,"{""type"":""brainScience"",""data"":[{""num"":1,""times"":2,""top_click"":0,""buttom_click"":4,""select"":[{""accurate"":1,""duration"":13047}],""answer"":0,""accuracy"":""0.00"",""time"":17412},{""num"":2,""times"":2,""top_click"":0,""buttom_click"":4,""select"":[{""accurate"":0,""duration"":5782},{""accurate"":1,""duration"":13508}],""answer"":0,""accuracy"":""0.00"",""time"":17879},{""num"":3,""times"":2,""top_click"":0,""buttom_click"":5,""select"":[{""accurate"":0,""duration"":5629},{""accurate"":1,""duration"":13874}],""answer"":0,""accuracy"":""0.00"",""time"":18252}]}",2021-03-20 19:20:58,Android,,JDN2-W09HN,90101,20210320
878664,106871,9771,1699795,51941131,1865361261321172266,0,"{""type"":""brainScience"",""data"":[]}",2021-02-06 20:06:57,iOS,iPad,"iPad7,5",81706,20210206
811988,99768,15316,1254994,56385521,231761235175495416,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""cor_position"":[""23""],""time"":1136,""select"":[{""accurate"":1,""click_position"":""23"",""duration"":1133}],""isempty"":0,""accuracy"":""1.00"",""num"":1,""stage"":1},{""answer"":0,""cor_position"":[""34""],""time"":1277,""select"":[{""accurate"":0,""click_position"":""23"",""duration"":1274}],""isempty"":0,""accuracy"":""0.50"",""num"":2,""stage"":1},{""answer"":1,""cor_position"":[""34""],""time"":1080,""select"":[{""accurate"":1,""click_position"":""34"",""duration"":1078}],""isempty"":0,""accuracy"":""0.67"",""num"":3,""stage"":1},{""answer"":0,""cor_position"":[""13""],""time"":2472,""select"":[{""accurate"":0,""click_position"":""15"",""duration"":2470}],""isempty"":1,""accuracy"":""0.50"",""num"":4,""stage"":1},{""answer"":1,""cor_position"":[""23""],""time"":1470,""select"":[{""accurate"":1,""click_position"":""23"",""duration"":1469}],""isempty"":0,""accuracy"":""0.60"",""num"":5,""stage"":1},{""answer"":1,""cor_position"":[""34""],""time"":2235,""select"":[{""accurate"":1,""click_position"":""34"",""duration"":2234}],""isempty"":0,""accuracy"":""0.67"",""num"":6,""stage"":1},{""answer"":1,""cor_position"":[""13""],""time"":952,""select"":[{""accurate"":1,""click_position"":""13"",""duration"":951}],""isempty"":0,""accuracy"":""0.71"",""num"":7,""stage"":1},{""answer"":1,""cor_position"":[""13""],""time"":2180,""select"":[{""accurate"":1,""click_position"":""13"",""duration"":2180}],""isempty"":0,""accuracy"":""0.75"",""num"":8,""stage"":1},{""answer"":1,""cor_position"":[""12""],""time"":1112,""select"":[{""accurate"":1,""click_position"":""12"",""duration"":1112}],""isempty"":0,""accuracy"":""1.00"",""num"":9,""stage"":2},{""answer"":1,""cor_position"":[""34""],""time"":1220,""select"":[{""accurate"":1,""click_position"":""34"",""duration"":1220}],""isempty"":0,""accuracy"":""1.00"",""num"":10,""stage"":2},{""answer"":1,""cor_position"":[""12""],""time"":1400,""select"":[{""accurate"":1,""click_position"":""12"",""duration"":1400}],""isempty"":0,""accuracy"":""1.00"",""num"":11,""stage"":2},{""answer"":1,""cor_position"":[""15""],""time"":952,""select"":[{""accurate"":1,""click_position"":""15"",""duration"":951}],""isempty"":0,""accuracy"":""1.00"",""num"":12,""stage"":2},{""answer"":1,""cor_position"":[""32""],""time"":1109,""select"":[{""accurate"":1,""click_position"":""32"",""duration"":1109}],""isempty"":0,""accuracy"":""1.00"",""num"":13,""stage"":2},{""answer"":0,""cor_position"":[""24""],""time"":1266,""select"":[{""accurate"":0,""click_position"":""35"",""duration"":1263}],""isempty"":1,""accuracy"":""0.83"",""num"":14,""stage"":2},{""answer"":1,""cor_position"":[""13""],""time"":2023,""select"":[{""accurate"":1,""click_position"":""13"",""duration"":2023}],""isempty"":0,""accuracy"":""0.86"",""num"":15,""stage"":2},{""answer"":1,""cor_position"":[""11""],""time"":1397,""select"":[{""accurate"":1,""click_position"":""11"",""duration"":1397}],""isempty"":0,""accuracy"":""1.00"",""num"":16,""stage"":3},{""answer"":1,""cor_position"":[""33""],""time"":1127,""select"":[{""accurate"":1,""click_position"":""33"",""duration"":1127}],""isempty"":0,""accuracy"":""1.00"",""num"":17,""stage"":3}]}",2021-02-03 19:30:57,iOS,iPad,"iPad7,12",81606,20210203
